1	_NEWLINE_ _NEWLINE_ _NEWLINE_ 748 F.3d 1354 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ SANOFI-AVENTIS DEUTSCHLAND GMBH and Aventis Pharma S.A. , Plaintiffs-Appellees , _NEWLINE_ and _NEWLINE_ Abbott GMBH & Co. KG , and Abbott Laboratories , Plaintiffs-Appellees , _NEWLINE_ v. _NEWLINE_ GLENMARK PHARMACEUTICALS INC. , USA ( now known as Glenmark Generics. , Inc. , USA ) and Glenmark Pharmaceuticals Ltd. , Defendants-Appellants . _NEWLINE_ No . 2012-1489 . _NEWLINE_ | _NEWLINE_ April 21 , 2014 . _NEWLINE_ | _NEWLINE_ Rehearing En Banc Denied July 9 , 2014 . _NEWLINE_ Synopsis _NEWLINE_ Background : Holder of patent for angiotensin-converting enzyme inhibitor ( ACE inhibitor ) and calcium antagonist drug brought action against competitor alleging patent infringement . Following jury verdict in favor of patent holder , competitor moved for judgment as a matter of law with regard to standing , lost profits , obviousness and obviousness type double patenting . Holder moved for permanent injunction . The United States District Court for the District of New Jersey , Dennis M. Cavanaugh , 821 F.Supp.2d 681 , granted patent holder 's motion and denied competitor 's motion . Competitor appealed . _NEWLINE_ _NEWLINE_ Holdings : The Court of Appeals , Newman , Circuit Judge , held that : _NEWLINE_ _NEWLINE_ district court 's judgment in patent infringement action was final and ripe for appeal ; _NEWLINE_ _NEWLINE_ substantial evidence supported finding that patent was not obvious ; _NEWLINE_ _NEWLINE_ it was within district court 's discretion to give jury instruction on destruction of evidence ; and _NEWLINE_ _NEWLINE_ owner of approved new drug application ( NDA ) for product and its distributor had standing to participate in patent infringement suit . _NEWLINE_ _NEWLINE_ Affirmed and remanded . _NEWLINE_ _NEWLINE_
1	_NEWLINE_ _NEWLINE_ _NEWLINE_ 618 F.3d 1354 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ AMERICAN MEDICAL SYSTEMS , INC. and Laserscope , Plaintiffs-Appellants , _NEWLINE_ v. _NEWLINE_ BIOLITEC , INC. , Defendant-Appellee . _NEWLINE_ No . 2009-1323 . _NEWLINE_ | _NEWLINE_ Sept. 13 , 2010 . _NEWLINE_ | _NEWLINE_ Rehearing and Rehearing En Banc Denied Dec. 15 , 2010 . _NEWLINE_ Synopsis _NEWLINE_ Background : Patentee brought action against competitor , alleging infringement of patent for methods and devices for vaporizing tissue by using laser radiation . Following claim construction , 569 F.Supp.2d 313 , the United States District Court for the District of Massachusetts , Michael A. Ponsor , J. , 603 F.Supp.2d 251 , granted summary judgment for competitor . Patentee appealed . _NEWLINE_ _NEWLINE_ The Court of Appeals , Bryson , Circuit Judge , held that preamble phrase `` photoselective vaporization of tissue '' did not constitute limitation of patent claims , for various methods and devices for vaporizing tissue of enlarged prostate gland by using laser radiation . _NEWLINE_ _NEWLINE_ Reversed and remanded . _NEWLINE_ _NEWLINE_ Dyk , Circuit Judge , filed dissenting opinion . _NEWLINE_ _NEWLINE_
0	_NEWLINE_ _NEWLINE_ _NEWLINE_ 323 F.3d 1324 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ ABBOTT LABORATORIES , Plaintiff-Appellant , _NEWLINE_ and _NEWLINE_ Fournier Industrie Et Sante and Laboratoires Fournier S.A. , Plaintiffs-Appellants , _NEWLINE_ v. _NEWLINE_ NOVOPHARM LIMITED , Defendant-Appellee . _NEWLINE_ No . 02-1387 . _NEWLINE_ | _NEWLINE_ DECIDED : March 20 , 2003 . _NEWLINE_ | _NEWLINE_ Rehearing Denied : April 30 , 2003 . _NEWLINE_ Synopsis _NEWLINE_ Assignee and licensee of patent for cholesterol drug brought infringement against manufacturer of generic version of drug . The United States District Court for the Northern District of Illinois , John W. Darrah , J. , 2002 WL 433584 , entered summary judgment in favor of defendant , and plaintiffs appealed . The Court of Appeals , Lourie , Circuit Judge , held that : ( 1 ) patent was not literally infringed , and ( 2 ) patent was not infringed under doctrine of equivalents . _NEWLINE_ _NEWLINE_ Affirmed . _NEWLINE_ _NEWLINE_
0	_NEWLINE_ _NEWLINE_ _NEWLINE_ 712 F.3d 549 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ Bruce N. SAFFRAN , M.D. , Ph.D. , Plaintiff-Appellee , _NEWLINE_ v. _NEWLINE_ JOHNSON & JOHNSON and Cordis Corporation , Defendants-Appellants . _NEWLINE_ No . 2012-1043 . _NEWLINE_ | _NEWLINE_ April 4 , 2013 . _NEWLINE_ | _NEWLINE_ Rehearing En Banc Denied July 1 , 2013 . _NEWLINE_ Synopsis _NEWLINE_ Background : Patent owner filed action against competitor alleging infringement of patent on medical device directed toward treatment of damaged tissue . The United States District Court for the Eastern District of Texas , T. John Ward , J. , 740 F.Supp.2d 899 , construed claims , and , after jury verdict in patent owner 's favor , 2011 WL 1299607 , awarded damages , and , 2011 WL 1306420 , denied competitor 's motion for judgment as matter of law . Competitor appealed . _NEWLINE_ _NEWLINE_ Holdings : The Court of Appeals , Lourie , Circuit Judge , held that : _NEWLINE_ _NEWLINE_ term `` device '' meant a continuous sheet and excluded stents having open mesh holes ; _NEWLINE_ _NEWLINE_ function of `` means for release of at least one treating material in a directional manner '' was to release a drug preferentially toward the damaged tissue ; _NEWLINE_ _NEWLINE_ structure corresponding to function of releasing drug preferentially toward damaged tissue was hydrolyzable bonds ; and _NEWLINE_ _NEWLINE_ competitor 's medical stents , which both lacked a sheet covering the open mesh holes between their struts and lacked a drug affixed to their surfaces via hydrolyzable bonds , did not infringe upon patent . _NEWLINE_ _NEWLINE_ Reversed . _NEWLINE_ _NEWLINE_ Moore , Circuit Judge , filed opinion concurring in part . _NEWLINE_ _NEWLINE_ O'Malley , Circuit Judge , filed opinion concurring in part . _NEWLINE_ _NEWLINE_
1	_NEWLINE_ _NEWLINE_ _NEWLINE_ 295 F.3d 1292 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ TRINTEC INDUSTRIES , INC. , Plaintiff-Appellant , _NEWLINE_ v. _NEWLINE_ TOP-U.S.A . CORPORATION , Defendant-Appellee . _NEWLINE_ No . 01-1568 . _NEWLINE_ | _NEWLINE_ July 2 , 2002 . _NEWLINE_ Synopsis _NEWLINE_ Patent assignee brought infringement action against competitor relating to patent directed toward cost effective method of producing , in low volume , multicolor faces for watches , clocks , thermometers , and other instruments . The United States District Court for the Southern District of Ohio , Joseph P. Kinneary , J. , concluded that patent was invalid as inherently anticipated . Assignee appealed . The Court of Appeals , Rader , Circuit Judge , held that : ( 1 ) patent was not invalid as inherently anticipated , and ( 2 ) term `` creating '' required substantive addition or modification of artwork in computer such as when graphics software added design to instrument face . _NEWLINE_ _NEWLINE_ Vacated and remanded . _NEWLINE_ _NEWLINE_
1	_NEWLINE_ _NEWLINE_ _NEWLINE_ 536 F.3d 1361 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ In re OMEPRAZOLE PATENT LITIGATION _NEWLINE_ Astrazeneca AB , Aktiebolaget Hassle , KBI-E , Inc. , KBI , Inc. , and Astrazeneca LP , Plaintiffs-Appellees , _NEWLINE_ v. _NEWLINE_ Apotex Corp. , Apotex , Inc. , and Torpharm , Inc. , Defendants-Appellants , _NEWLINE_ and _NEWLINE_ Impax Laboratories , Inc. , Defendant-Appellant . _NEWLINE_ Nos . 2007-1414 , 2007-1416 , 2007-1458 , 2007-1459 . _NEWLINE_ | _NEWLINE_ Aug. 20 , 2008 . _NEWLINE_ | _NEWLINE_ Rehearing and Rehearing En Banc Denied Oct. 9 , 2008 . _NEWLINE_ Synopsis _NEWLINE_ Background : Owner of patents for pioneer drug to treat gastrointestinal disorders brought infringement action against applicants for approval to market generic versions . The United States District Court for the Southern District of New York , Barbara S. Jones , J. , 490 F.Supp.2d 381 , declaring patents enforceable , not invalid , and infringed . Applicants appealed . _NEWLINE_ _NEWLINE_ Holdings : The Court of Appeals , Bryson , Circuit Judge , held that : _NEWLINE_ _NEWLINE_ post-expiration remedy existed for infringement of patent on drug due to pediatric market exclusivity period ; _NEWLINE_ _NEWLINE_ patents did not require that omeprazole be stabilized without use of desiccant ; _NEWLINE_ _NEWLINE_ limitation , `` alkaline reacting compound , '' was met by showing that basic compound created `` micro-pH '' in drug core of not less than 7 ; _NEWLINE_ _NEWLINE_ enhanced stability of patented pharmaceutical preparation containing omeprazole was intended result of using inert subcoating around drug core containing amount of alkaline reacting compounds ( ARC ) in drug core sufficient to create micro-pH of not less than 7 ; _NEWLINE_ _NEWLINE_ accused formulation met `` inert subcoating '' limitation ; _NEWLINE_ _NEWLINE_ owner could prove infringement by showing presence of claimed structure without identifying process by which infringing subcoating had been produced ; _NEWLINE_ _NEWLINE_ formulation used had not been ready for patenting until after extensive clinical studies and real-time stability testing had been completed ; and _NEWLINE_ _NEWLINE_ person of ordinary skill would not have had any reason to apply subcoating to tablets shown in example in European patent application . _NEWLINE_ _NEWLINE_ Affirmed . _NEWLINE_ _NEWLINE_
0	_NEWLINE_ _NEWLINE_ _NEWLINE_ 805 F.3d 1092 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ PROMETHEUS LABORATORIES , INC. , Plaintiff-Appellant _NEWLINE_ v. _NEWLINE_ ROXANE LABORATORIES , INC. , CIPLA , Ltd. , Defendants-Appellees . _NEWLINE_ Nos . 2014-1634 , 2014-1635 . _NEWLINE_ | _NEWLINE_ Nov. 10 , 2015 . _NEWLINE_ Synopsis _NEWLINE_ Background : Assignee commenced action against competitor , alleging infringement of patent claiming method of treatment for diarrhea-predominant irritable bowel syndrome utilizing alosetron . The United States District Court for the District of New Jersey , Faith S. Hochberg , J. , 2013 WL 6627640 , ruled that claims would have been obvious over the prior art or , in the alternative , invalid on grounds of obviousness-type double patenting . Assignee appealed . _NEWLINE_ _NEWLINE_ Holdings : The Court of Appeals , Dyk , Circuit Judge , held that : _NEWLINE_ _NEWLINE_ patent was obvious ; _NEWLINE_ _NEWLINE_ secondary considerations did not support conclusion that patent was not obvious ; and _NEWLINE_ _NEWLINE_ district court did not place burden of proof on assignee to demonstrate nexus between drug 's commercial success and patent , in analysis of whether patent was obvious . _NEWLINE_ _NEWLINE_ Affirmed . _NEWLINE_ _NEWLINE_
0	_NEWLINE_ _NEWLINE_ _NEWLINE_ 599 F.3d 1290 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ Michael MARRIN and Etch-It , Inc. , Plaintiffs-Appellees , _NEWLINE_ v. _NEWLINE_ Jeffrey GRIFFIN and Claudia Griffin , Defendants-Appellants . _NEWLINE_ Jeffrey Griffin and Claudia Griffin , Plaintiffs-Appellants , _NEWLINE_ v. _NEWLINE_ Heidi Marrin , Michael Marrin , and Etch-It , Inc. , Defendants-Appellees . _NEWLINE_ No . 2009-1031 . _NEWLINE_ | _NEWLINE_ March 22 , 2010 . _NEWLINE_ | _NEWLINE_ Rehearing En Banc Denied May 14 , 2010 . * _NEWLINE_ Synopsis _NEWLINE_ Background : Patentees , as former licensors of scratch-off label device to mark beverage containers , filed state court infringement suit against former licensee . Following removal and consolidation with licensee 's suit seeking declaration that patent was invalid , the United States District Court for the Central District of California , George H. Wu , J. , 2008 WL 4184643 , granted licensee summary judgment of patent invalidity and non-infringement . Patentees appealed . _NEWLINE_ _NEWLINE_ Holdings : The Court of Appeals , Dyk , Circuit Judge , held that : _NEWLINE_ _NEWLINE_ preamble was not claim limitation distinguishing patent from prior art , and _NEWLINE_ _NEWLINE_ prior art references anticipated all claim limitations of patent . _NEWLINE_ _NEWLINE_ Affirmed . _NEWLINE_ _NEWLINE_ Newman , Circuit Judge , filed dissenting opinion . _NEWLINE_ _NEWLINE_
0	_NEWLINE_ _NEWLINE_ _NEWLINE_ 566 F.3d 1372 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ TITAN TIRE CORPORATION and The Goodyear Tire & Rubber Company , Plaintiffs-Appellants , _NEWLINE_ v. _NEWLINE_ CASE NEW HOLLAND , INC. , CNH America LLC , and GPX International Tire Corporation , Defendants-Appellees . _NEWLINE_ No . 2008-1078 . _NEWLINE_ | _NEWLINE_ June 3 , 2009 . _NEWLINE_ Synopsis _NEWLINE_ Background : Owner and licensor filed action against competitor alleging infringement of design patent for tractor tire . The United States District Court for the Southern District of Iowa , James E. Gritzner , J. , 2007 WL 2914513 , denied plaintiffs ' motion for preliminary injunction . Plaintiffs appealed . _NEWLINE_ _NEWLINE_ The Court of Appeals , Plager , Circuit Judge , held that trial court did not abuse its discretion in concluding that licensor was unlikely to withstand competitor 's challenge to validity of patent on obviousness grounds . _NEWLINE_ _NEWLINE_ Affirmed . _NEWLINE_ _NEWLINE_
0	_NEWLINE_ _NEWLINE_ _NEWLINE_ 357 F.3d 1319 _NEWLINE_ United States Court of Appeals , _NEWLINE_ Federal Circuit . _NEWLINE_ NATIONAL STEEL CAR , LTD. , Plaintiff-Appellee , _NEWLINE_ v. _NEWLINE_ CANADIAN PACIFIC RAILWAY , LTD. , Canadian Pacific Railway Company , 3942503 Canada , Inc. , and Delaware & Hudson Railway Company , Inc. , Defendants-Appellants . _NEWLINE_ No . 03-1256 . _NEWLINE_ | _NEWLINE_ Jan. 29 , 2004 . _NEWLINE_ | _NEWLINE_ Rehearing and Rehearing En Banc Denied March 18 , 2004 . _NEWLINE_ Synopsis _NEWLINE_ Background : Rail car manufacturer sued railroad for patent infringement . The United States District Court for the Eastern District of Pennsylvania , 254 F.Supp.2d 527 , Mary A. McLaughlin , J. , granted preliminary injunction , and railroad appealed . _NEWLINE_ _NEWLINE_ Holdings : The Court of Appeals , Clevenger , Circuit Judge , held that : _NEWLINE_ _NEWLINE_ substantial question existed as to whether accused rail cars came within `` temporary presence '' exemption , and _NEWLINE_ _NEWLINE_ substantial question existed as to whether patent was invalid as obvious . _NEWLINE_ _NEWLINE_ Reversed . _NEWLINE_ _NEWLINE_
